"";"DBH";"HT";"SP";"age";"education";"forestry";"gender";"harvest"
"1363";23,4;17,6;"Pinus sylvestris";24;1;1;0;0
"1364";34,8;19;"Pinus sylvestris";24;1;1;0;1
"1365";23,7;18,3;"Pinus sylvestris";24;1;1;0;0
"1366";26,9;18,9;"Pinus nigra";24;1;1;0;0
"1367";9,7;2,6;"Quercus pyrenaica";24;1;1;0;0
"1368";7,4;9,9;"Quercus pyrenaica";24;1;1;0;0
"1369";12,4;9,5;"Pinus sylvestris";24;1;1;0;1
"1370";7,8;5,7;"Quercus pyrenaica";24;1;1;0;0
"1371";37,3;21,1;"Pinus nigra";24;1;1;0;0
"1372";20,9;21;"Pinus nigra";24;1;1;0;1
"1373";38,7;19,7;"Pinus nigra";24;1;1;0;0
"1374";27,2;19,3;"Pinus nigra";24;1;1;0;0
"1375";7,8;7,3;"Quercus pyrenaica";24;1;1;0;0
"1376";28,3;20,9;"Pinus nigra";24;1;1;0;0
"1377";29;19,8;"Pinus nigra";24;1;1;0;0
"1378";26,6;21,2;"Pinus nigra";24;1;1;0;0
"1379";7,4;5,3;"Quercus pyrenaica";24;1;1;0;0
"1380";30,8;19,7;"Pinus nigra";24;1;1;0;0
"1381";8,5;10,2;"Quercus pyrenaica";24;1;1;0;0
"1382";45,1;22,4;"Pinus nigra";24;1;1;0;1
"1383";31,8;19,9;"Pinus nigra";24;1;1;0;0
"1384";10,1;5,8;"Quercus pyrenaica";24;1;1;0;0
"1385";30,4;19,6;"Pinus nigra";24;1;1;0;0
"1386";18,8;18,8;"Pinus nigra";24;1;1;0;0
"1387";26,1;19,2;"Pinus nigra";24;1;1;0;0
"1388";28;21,8;"Pinus nigra";24;1;1;0;0
"1389";27,2;21;"Pinus nigra";24;1;1;0;0
"1390";27,5;21,3;"Pinus nigra";24;1;1;0;0
"1391";13,8;15;"Pinus nigra";24;1;1;0;1
"1392";26,5;21,3;"Pinus nigra";24;1;1;0;0
"1393";21,1;21,4;"Pinus nigra";24;1;1;0;0
"1394";28,3;19,7;"Pinus nigra";24;1;1;0;0
"1395";36,8;20,3;"Pinus sylvestris";24;1;1;0;0
"1396";42,2;22,2;"Pinus nigra";24;1;1;0;0
"1397";24,5;19,4;"Pinus nigra";24;1;1;0;0
"1398";6,4;3,6;"Quercus pyrenaica";24;1;1;0;0
"1399";7,8;5;"Pinus sylvestris";24;1;1;0;0
"1400";32,3;20,6;"Pinus nigra";24;1;1;0;0
"1401";28,1;19,7;"Pinus nigra";24;1;1;0;0
"1402";31,5;19,3;"Pinus nigra";24;1;1;0;0
"1403";37,4;20,6;"Pinus nigra";24;1;1;0;1
"1404";30,7;23,9;"Pinus nigra";24;1;1;0;1
"1405";27,2;17;"Pinus nigra";24;1;1;0;1
"1406";31,6;20,3;"Pinus nigra";24;1;1;0;0
"1407";29,1;23;"Pinus nigra";24;1;1;0;0
"1408";39;20,3;"Pinus nigra";24;1;1;0;1
"1409";32;20,4;"Pinus nigra";24;1;1;0;0
"1410";33,2;19,6;"Pinus nigra";24;1;1;0;0
"1411";9;3,8;"Quercus pyrenaica";24;1;1;0;0
"1412";9;5,5;"Quercus pyrenaica";24;1;1;0;0
"1413";7,6;5;"Quercus pyrenaica";24;1;1;0;0
"1414";7,1;3,5;"Quercus pyrenaica";24;1;1;0;0
"1415";10,9;7,3;"Quercus pyrenaica";24;1;1;0;0
"1416";8,5;5,2;"Quercus pyrenaica";24;1;1;0;0
"1417";10,8;4,6;"Quercus pyrenaica";24;1;1;0;0
"1418";9;6,9;"Quercus pyrenaica";24;1;1;0;0
"1419";8,8;5,8;"Quercus pyrenaica";24;1;1;0;0
"1420";8,8;4,7;"Quercus pyrenaica";24;1;1;0;0
"1421";7,7;4,3;"Quercus pyrenaica";24;1;1;0;0
"1422";31,7;19,4;"Pinus nigra";24;1;1;0;0
"1423";34,9;22,6;"Pinus nigra";24;1;1;0;0
"1424";37,5;22,6;"Pinus nigra";24;1;1;0;0
"1425";12,7;9,8;"Pinus nigra";24;1;1;0;0
"1426";43,3;21,9;"Pinus nigra";24;1;1;0;1
"1427";5,6;5,3;"Quercus pyrenaica";24;1;1;0;0
"1428";4,8;5,8;"Quercus pyrenaica";24;1;1;0;0
"1429";8,65;5,8;"Quercus pyrenaica";25;1;1;0;0
"1430";9,45;6,5;"Pinus sylvestris";25;1;1;0;0
"1431";8,75;8,1;"Quercus pyrenaica";25;1;1;0;0
"1432";18,1;15,4;"Pinus sylvestris";25;1;1;0;0
"1433";13,6;6,6;"Pinus sylvestris";25;1;1;0;1
"1434";30,9;19,7;"Pinus nigra";25;1;1;0;0
"1435";45,8;16,4;"Pinus sylvestris";25;1;1;0;0
"1436";11,3;8,4;"Quercus pyrenaica";25;1;1;0;0
"1437";10,7;7,5;"Quercus pyrenaica";25;1;1;0;0
"1438";10;5,2;"Quercus pyrenaica";25;1;1;0;1
"1439";11,3;7,7;"Quercus pyrenaica";25;1;1;0;0
"1440";12,5;8;"Quercus pyrenaica";25;1;1;0;0
"1441";9,8;6,3;"Quercus pyrenaica";25;1;1;0;1
"1442";10;5,7;"Quercus pyrenaica";25;1;1;0;1
"1443";24,7;11,6;"Pinus nigra";25;1;1;0;0
"1444";11,8;9,5;"Quercus pyrenaica";25;1;1;0;0
"1445";9,3;8,1;"Quercus pyrenaica";25;1;1;0;0
"1446";14,5;10;"Quercus pyrenaica";25;1;1;0;0
"1447";8,9;8,1;"Quercus pyrenaica";25;1;1;0;0
"1448";9,8;9,9;"Quercus pyrenaica";25;1;1;0;0
"1449";10,5;9,5;"Quercus pyrenaica";25;1;1;0;0
"1450";8,9;8,2;"Quercus pyrenaica";25;1;1;0;0
"1451";11,4;8;"Quercus pyrenaica";25;1;1;0;0
"1452";10,2;9,8;"Quercus pyrenaica";25;1;1;0;0
"1453";9;7,3;"Quercus pyrenaica";25;1;1;0;0
"1454";8,2;7,1;"Quercus pyrenaica";25;1;1;0;0
"1455";6,7;6,1;"Pinus sylvestris";25;1;1;0;0
"1456";17,4;12,1;"Quercus pyrenaica";25;1;1;0;0
"1457";15;11,7;"Quercus pyrenaica";25;1;1;0;0
"1458";13,4;7,2;"Pinus sylvestris";25;1;1;0;0
"1459";9,9;9,4;"Quercus pyrenaica";25;1;1;0;0
"1460";8,8;7,3;"Quercus pyrenaica";25;1;1;0;1
"1461";16,9;8,3;"Quercus pyrenaica";25;1;1;0;0
"1462";8;5;"Pinus sylvestris";25;1;1;0;1
"1463";6,8;7,5;"Quercus pyrenaica";25;1;1;0;0
"1464";7,4;6,3;"Quercus pyrenaica";25;1;1;0;0
"1465";9,7;8,8;"Quercus pyrenaica";25;1;1;0;0
"1466";11,5;9,9;"Quercus pyrenaica";25;1;1;0;0
"1467";10,6;9,2;"Quercus pyrenaica";25;1;1;0;0
"1468";11,1;8,1;"Quercus pyrenaica";25;1;1;0;0
"1469";8,8;8,8;"Quercus pyrenaica";25;1;1;0;0
"1470";10,3;9,3;"Quercus pyrenaica";25;1;1;0;0
"1471";11,8;12,3;"Pinus sylvestris";25;1;1;0;0
"1472";10,2;7,7;"Quercus pyrenaica";25;1;1;0;0
"1473";8,9;5,9;"Quercus pyrenaica";25;1;1;0;0
"1474";8,6;5,9;"Quercus pyrenaica";25;1;1;0;0
"1475";19,5;12,6;"Quercus pyrenaica";25;1;1;0;0
"1476";30;17,2;"Pinus nigra";25;1;1;0;0
"1477";10;14,3;"Pinus sylvestris";25;1;1;0;0
"1478";10,2;8,3;"Quercus pyrenaica";25;1;1;0;0
"1479";9;7,4;"Quercus pyrenaica";25;1;1;0;0
"1480";8,5;5,8;"Quercus pyrenaica";25;1;1;0;0
"1481";24,7;13,4;"Quercus pyrenaica";25;1;1;0;0
"1482";13,7;10,6;"Quercus pyrenaica";25;1;1;0;0
"1483";10,4;7,4;"Quercus pyrenaica";25;1;1;0;0
"1484";7,9;8,4;"Quercus pyrenaica";25;1;1;0;0
"1485";16;11,5;"Quercus pyrenaica";25;1;1;0;0
"1486";7,9;6,7;"Quercus pyrenaica";25;1;1;0;0
"1487";9,6;6,1;"Pinus sylvestris";25;1;1;0;0
"1488";11,2;7,1;"Quercus pyrenaica";25;1;1;0;0
"1489";17,3;7,5;"Quercus pyrenaica";25;1;1;0;0
"1490";9,5;6,6;"Quercus pyrenaica";25;1;1;0;0
"1491";36,1;14,6;"Pinus nigra";25;1;1;0;0
"1492";34,9;18,1;"Pinus sylvestris";25;1;1;0;1
"1493";38,5;21,7;"Pinus nigra";25;1;1;0;0
"1494";40,1;21,4;"Pinus nigra";25;1;1;0;0
"1495";8,4;7,5;"Quercus pyrenaica";25;1;1;0;0
"1496";8,7;7,5;"Quercus pyrenaica";25;1;1;0;0
"1497";9,5;11,1;"Pinus sylvestris";25;1;1;0;1
"1498";35,3;20,4;"Pinus nigra";25;1;1;0;0
"1499";35,7;21,2;"Pinus nigra";25;1;1;0;0
"1500";38,9;17,9;"Pinus sylvestris";25;1;1;0;1
"1501";12,7;9;"Quercus pyrenaica";25;1;1;0;1
"1502";22,8;7,3;"Pinus sylvestris";25;1;1;0;0
"1503";12;3,8;"Quercus pyrenaica";25;1;1;0;0
"1504";14,7;9,5;"Quercus pyrenaica";25;1;1;0;0
"1505";22,7;19,1;"Pinus sylvestris";25;1;1;0;0
"1506";36,7;19,3;"Pinus nigra";25;1;1;0;0
"1507";11,5;6,1;"Quercus pyrenaica";25;1;1;0;0
"1508";33,5;17,5;"Pinus nigra";25;1;1;0;0
"1509";21,4;8,8;"Quercus pyrenaica";25;1;1;0;0
"1510";11,9;7,7;"Quercus pyrenaica";25;1;1;0;0
"1511";13,8;7,9;"Quercus pyrenaica";25;1;1;0;0
"1512";9,7;6,8;"Quercus pyrenaica";25;1;1;0;0
"1513";10,3;5,8;"Quercus pyrenaica";25;1;1;0;0
"1514";7,9;6,2;"Pinus sylvestris";25;1;1;0;0
"1515";7,4;5;"Quercus pyrenaica";25;1;1;0;0
"1516";21,2;10,5;"Quercus pyrenaica";25;1;1;0;0
"1517";7;6;"Quercus pyrenaica";25;1;1;0;0
"1518";10;5,7;"Pinus sylvestris";25;1;1;0;1
"1519";11,3;8,1;"Quercus pyrenaica";25;1;1;0;0
"1520";10,6;8,4;"Pinus sylvestris";25;1;1;0;0
"1521";11;8,2;"Quercus pyrenaica";25;1;1;0;0
"1522";10,3;7,6;"Quercus pyrenaica";25;1;1;0;0
"1523";11,1;9,1;"Quercus pyrenaica";25;1;1;0;0
"1524";8,8;7,2;"Quercus pyrenaica";25;1;1;0;0
"1525";13,2;10,2;"Quercus pyrenaica";25;1;1;0;0
"1526";8,2;7;"Quercus pyrenaica";25;1;1;0;0
"1527";9,7;5,8;"Pinus sylvestris";25;1;1;0;0
"1528";16,4;10,6;"Quercus pyrenaica";25;1;1;0;0
"1529";6,8;6,1;"Quercus pyrenaica";25;1;1;0;0
"1530";10,6;9,7;"Quercus pyrenaica";25;1;1;0;0
"1531";10,3;8,4;"Quercus pyrenaica";25;1;1;0;0
"1532";6,7;8,3;"Quercus pyrenaica";25;1;1;0;0
"1533";13,6;8,8;"Quercus pyrenaica";25;1;1;0;0
"1534";12,5;7,3;"Quercus pyrenaica";25;1;1;0;0
"1535";41,2;21,3;"Pinus nigra";25;1;1;0;0
"1536";23,6;20,8;"Pinus nigra";25;1;1;0;0
"1537";20,6;17,7;"Pinus nigra";25;1;1;0;0
"1538";27,6;17,3;"Pinus sylvestris";25;1;1;0;0
"1539";30,1;21,7;"Pinus nigra";25;1;1;0;0
"1540";29,7;22,9;"Pinus nigra";25;1;1;0;0
"1541";32;22,1;"Pinus nigra";25;1;1;0;1
"1542";39,2;22,4;"Pinus nigra";25;1;1;0;0
"1543";11,3;13,4;"Quercus pyrenaica";25;1;1;0;0
"1544";10,7;12,6;"Quercus pyrenaica";25;1;1;0;0
"1545";28,8;12,6;"Quercus pyrenaica";25;1;1;0;0
"1546";29,7;21,3;"Pinus nigra";25;1;1;0;0
"1547";28,3;19,7;"Pinus sylvestris";25;1;1;0;1
"1548";32,1;17,4;"Pinus sylvestris";25;1;1;0;0
"1549";29,3;20;"Pinus nigra";25;1;1;0;0
"1550";25,3;21;"Pinus sylvestris";25;1;1;0;0
"1551";26,1;19,6;"Pinus nigra";25;1;1;0;0
"1552";37,9;21,5;"Pinus sylvestris";25;1;1;0;0
"1553";32,7;20;"Pinus nigra";25;1;1;0;0
"1554";29;17,7;"Pinus nigra";25;1;1;0;0
"1555";8,7;6,6;"Quercus pyrenaica";25;1;1;0;0
"1556";9,6;7,2;"Quercus pyrenaica";25;1;1;0;0
"1557";7,8;5;"Pinus sylvestris";25;1;1;0;0
"1558";27,5;17,8;"Pinus sylvestris";25;1;1;0;0
"1559";32,1;18,5;"Pinus sylvestris";25;1;1;0;0
"1560";24,4;18;"Pinus sylvestris";25;1;1;0;0
"1561";34,8;21,6;"Pinus nigra";25;1;1;0;1
"1562";23,8;19;"Pinus sylvestris";25;1;1;0;0
"1563";21,9;19,4;"Pinus sylvestris";25;1;1;0;0
"1564";40,8;21,4;"Pinus nigra";25;1;1;0;1
"1565";21,5;20,01;"Pinus nigra";25;1;1;0;0
"1566";31,6;21;"Pinus nigra";25;1;1;0;0
"1567";34,4;22,1;"Pinus nigra";25;1;1;0;0
"1568";7;5,5;"Quercus pyrenaica";25;1;1;0;0
"1569";10,4;7,4;"Quercus pyrenaica";25;1;1;0;0
"1570";23,7;19,2;"Pinus nigra";25;1;1;0;0
"1571";36,2;21,1;"Pinus nigra";25;1;1;0;1
"1572";NA;NA;NA;25;1;1;0;0
"1573";20,2;18,6;"Pinus nigra";25;1;1;0;0
"1574";33,2;19,7;"Pinus nigra";25;1;1;0;0
"1575";10,4;8,2;"Quercus pyrenaica";25;1;1;0;0
"1576";9,8;7,1;"Quercus pyrenaica";25;1;1;0;0
"1577";10,2;7,5;"Quercus pyrenaica";25;1;1;0;0
"1578";7,9;5,7;"Quercus pyrenaica";25;1;1;0;0
"1579";12,9;9,3;"Quercus pyrenaica";25;1;1;0;0
"1580";8;5,1;"Quercus pyrenaica";25;1;1;0;0
"1581";10,3;6,9;"Quercus pyrenaica";25;1;1;0;0
"1582";7,5;6,7;"Quercus pyrenaica";25;1;1;0;0
"1583";8,4;4,4;"Quercus pyrenaica";25;1;1;0;0
"1584";36,7;20,2;"Pinus nigra";25;1;1;0;0
"1585";26,5;20,2;"Pinus sylvestris";25;1;1;0;0
"1586";37,2;20,7;"Pinus nigra";25;1;1;0;0
"1587";31,1;21,9;"Pinus nigra";25;1;1;0;0
"1588";33,3;20,3;"Pinus sylvestris";25;1;1;0;0
"1589";19,8;15,5;"Pinus nigra";25;1;1;0;1
"1590";29,9;19,1;"Pinus nigra";25;1;1;0;0
"1591";24;9,9;"Quercus pyrenaica";25;1;1;0;0
"1592";10,1;4,16;"Quercus pyrenaica";25;1;1;0;0
"1593";30,6;13,5;"Quercus pyrenaica";25;1;1;0;0
"1594";14;5,5;"Quercus pyrenaica";25;1;1;0;1
"1595";8,4;4,8;"Quercus pyrenaica";25;1;1;0;0
"1596";16,5;15,3;"Quercus pyrenaica";25;1;1;0;0
"1597";28,4;19,2;"Pinus sylvestris";25;1;1;0;0
"1598";12,7;5,1;"Pinus nigra";25;1;1;0;0
"1599";29,9;18;"Pinus nigra";25;1;1;0;0
"1600";14,7;13,5;"Quercus pyrenaica";25;1;1;0;0
"1601";23,4;17,6;"Pinus sylvestris";25;1;1;0;0
"1602";34,8;19;"Pinus sylvestris";25;1;1;0;0
"1603";23,7;18,3;"Pinus sylvestris";25;1;1;0;0
"1604";26,9;18,9;"Pinus nigra";25;1;1;0;0
"1605";9,7;2,6;"Quercus pyrenaica";25;1;1;0;1
"1606";7,4;9,9;"Quercus pyrenaica";25;1;1;0;0
"1607";12,4;9,5;"Pinus sylvestris";25;1;1;0;1
"1608";7,8;5,7;"Quercus pyrenaica";25;1;1;0;0
"1609";37,3;21,1;"Pinus nigra";25;1;1;0;0
"1610";20,9;21;"Pinus nigra";25;1;1;0;1
"1611";38,7;19,7;"Pinus nigra";25;1;1;0;0
"1612";27,2;19,3;"Pinus nigra";25;1;1;0;0
"1613";7,8;7,3;"Quercus pyrenaica";25;1;1;0;0
"1614";28,3;20,9;"Pinus nigra";25;1;1;0;0
"1615";29;19,8;"Pinus nigra";25;1;1;0;0
"1616";26,6;21,2;"Pinus nigra";25;1;1;0;0
"1617";7,4;5,3;"Quercus pyrenaica";25;1;1;0;0
"1618";30,8;19,7;"Pinus nigra";25;1;1;0;0
"1619";8,5;10,2;"Quercus pyrenaica";25;1;1;0;0
"1620";45,1;22,4;"Pinus nigra";25;1;1;0;0
"1621";31,8;19,9;"Pinus nigra";25;1;1;0;0
"1622";10,1;5,8;"Quercus pyrenaica";25;1;1;0;0
"1623";30,4;19,6;"Pinus nigra";25;1;1;0;0
"1624";18,8;18,8;"Pinus nigra";25;1;1;0;0
"1625";26,1;19,2;"Pinus nigra";25;1;1;0;0
"1626";28;21,8;"Pinus nigra";25;1;1;0;0
"1627";27,2;21;"Pinus nigra";25;1;1;0;0
"1628";27,5;21,3;"Pinus nigra";25;1;1;0;0
"1629";13,8;15;"Pinus nigra";25;1;1;0;1
"1630";26,5;21,3;"Pinus nigra";25;1;1;0;0
"1631";21,1;21,4;"Pinus nigra";25;1;1;0;0
"1632";28,3;19,7;"Pinus nigra";25;1;1;0;0
"1633";36,8;20,3;"Pinus sylvestris";25;1;1;0;1
"1634";42,2;22,2;"Pinus nigra";25;1;1;0;0
"1635";24,5;19,4;"Pinus nigra";25;1;1;0;0
"1636";6,4;3,6;"Quercus pyrenaica";25;1;1;0;0
"1637";7,8;5;"Pinus sylvestris";25;1;1;0;0
"1638";32,3;20,6;"Pinus nigra";25;1;1;0;0
"1639";28,1;19,7;"Pinus nigra";25;1;1;0;1
"1640";31,5;19,3;"Pinus nigra";25;1;1;0;0
"1641";37,4;20,6;"Pinus nigra";25;1;1;0;1
"1642";30,7;23,9;"Pinus nigra";25;1;1;0;0
"1643";27,2;17;"Pinus nigra";25;1;1;0;1
"1644";31,6;20,3;"Pinus nigra";25;1;1;0;0
"1645";29,1;23;"Pinus nigra";25;1;1;0;0
"1646";39;20,3;"Pinus nigra";25;1;1;0;0
"1647";32;20,4;"Pinus nigra";25;1;1;0;0
"1648";33,2;19,6;"Pinus nigra";25;1;1;0;0
"1649";9;3,8;"Quercus pyrenaica";25;1;1;0;0
"1650";9;5,5;"Quercus pyrenaica";25;1;1;0;0
"1651";7,6;5;"Quercus pyrenaica";25;1;1;0;0
"1652";7,1;3,5;"Quercus pyrenaica";25;1;1;0;0
"1653";10,9;7,3;"Quercus pyrenaica";25;1;1;0;0
"1654";8,5;5,2;"Quercus pyrenaica";25;1;1;0;0
"1655";10,8;4,6;"Quercus pyrenaica";25;1;1;0;0
"1656";9;6,9;"Quercus pyrenaica";25;1;1;0;0
"1657";8,8;5,8;"Quercus pyrenaica";25;1;1;0;0
"1658";8,8;4,7;"Quercus pyrenaica";25;1;1;0;0
"1659";7,7;4,3;"Quercus pyrenaica";25;1;1;0;0
"1660";31,7;19,4;"Pinus nigra";25;1;1;0;0
"1661";34,9;22,6;"Pinus nigra";25;1;1;0;0
"1662";37,5;22,6;"Pinus nigra";25;1;1;0;0
"1663";12,7;9,8;"Pinus nigra";25;1;1;0;1
"1664";43,3;21,9;"Pinus nigra";25;1;1;0;0
"1665";5,6;5,3;"Quercus pyrenaica";25;1;1;0;0
"1666";4,8;5,8;"Quercus pyrenaica";25;1;1;0;0
"1667";8,65;5,8;"Quercus pyrenaica";25;1;1;0;0
"1668";9,45;6,5;"Pinus sylvestris";25;1;1;0;0
"1669";8,75;8,1;"Quercus pyrenaica";25;1;1;0;0
"1670";18,1;15,4;"Pinus sylvestris";25;1;1;0;0
"1671";13,6;6,6;"Pinus sylvestris";25;1;1;0;0
"1672";30,9;19,7;"Pinus nigra";25;1;1;0;0
"1673";45,8;16,4;"Pinus sylvestris";25;1;1;0;0
"1674";11,3;8,4;"Quercus pyrenaica";25;1;1;0;0
"1675";10,7;7,5;"Quercus pyrenaica";25;1;1;0;0
"1676";10;5,2;"Quercus pyrenaica";25;1;1;0;0
"1677";11,3;7,7;"Quercus pyrenaica";25;1;1;0;0
"1678";12,5;8;"Quercus pyrenaica";25;1;1;0;0
"1679";9,8;6,3;"Quercus pyrenaica";25;1;1;0;0
"1680";10;5,7;"Quercus pyrenaica";25;1;1;0;0
"1681";24,7;11,6;"Pinus nigra";25;1;1;0;1
"1682";11,8;9,5;"Quercus pyrenaica";25;1;1;0;0
"1683";9,3;8,1;"Quercus pyrenaica";25;1;1;0;0
"1684";14,5;10;"Quercus pyrenaica";25;1;1;0;0
"1685";8,9;8,1;"Quercus pyrenaica";25;1;1;0;0
"1686";9,8;9,9;"Quercus pyrenaica";25;1;1;0;0
"1687";10,5;9,5;"Quercus pyrenaica";25;1;1;0;0
"1688";8,9;8,2;"Quercus pyrenaica";25;1;1;0;0
"1689";11,4;8;"Quercus pyrenaica";25;1;1;0;0
"1690";10,2;9,8;"Quercus pyrenaica";25;1;1;0;0
"1691";9;7,3;"Quercus pyrenaica";25;1;1;0;0
"1692";8,2;7,1;"Quercus pyrenaica";25;1;1;0;0
"1693";6,7;6,1;"Pinus sylvestris";25;1;1;0;0
"1694";17,4;12,1;"Quercus pyrenaica";25;1;1;0;0
"1695";15;11,7;"Quercus pyrenaica";25;1;1;0;0
"1696";13,4;7,2;"Pinus sylvestris";25;1;1;0;0
"1697";9,9;9,4;"Quercus pyrenaica";25;1;1;0;0
"1698";8,8;7,3;"Quercus pyrenaica";25;1;1;0;0
"1699";16,9;8,3;"Quercus pyrenaica";25;1;1;0;0
"1700";8;5;"Pinus sylvestris";25;1;1;0;0
"1701";6,8;7,5;"Quercus pyrenaica";25;1;1;0;0
"1702";7,4;6,3;"Quercus pyrenaica";25;1;1;0;0
"1703";9,7;8,8;"Quercus pyrenaica";25;1;1;0;0
"1704";11,5;9,9;"Quercus pyrenaica";25;1;1;0;0
"1705";10,6;9,2;"Quercus pyrenaica";25;1;1;0;1
"1706";11,1;8,1;"Quercus pyrenaica";25;1;1;0;0
"1707";8,8;8,8;"Quercus pyrenaica";25;1;1;0;0
"1708";10,3;9,3;"Quercus pyrenaica";25;1;1;0;0
"1709";11,8;12,3;"Pinus sylvestris";25;1;1;0;1
"1710";10,2;7,7;"Quercus pyrenaica";25;1;1;0;0
"1711";8,9;5,9;"Quercus pyrenaica";25;1;1;0;1
"1712";8,6;5,9;"Quercus pyrenaica";25;1;1;0;0
"1713";19,5;12,6;"Quercus pyrenaica";25;1;1;0;0
"1714";30;17,2;"Pinus nigra";25;1;1;0;0
"1715";10;14,3;"Pinus sylvestris";25;1;1;0;0
"1716";10,2;8,3;"Quercus pyrenaica";25;1;1;0;0
"1717";9;7,4;"Quercus pyrenaica";25;1;1;0;0
"1718";8,5;5,8;"Quercus pyrenaica";25;1;1;0;0
"1719";24,7;13,4;"Quercus pyrenaica";25;1;1;0;1
"1720";13,7;10,6;"Quercus pyrenaica";25;1;1;0;0
"1721";10,4;7,4;"Quercus pyrenaica";25;1;1;0;0
"1722";7,9;8,4;"Quercus pyrenaica";25;1;1;0;1
"1723";16;11,5;"Quercus pyrenaica";25;1;1;0;0
"1724";7,9;6,7;"Quercus pyrenaica";25;1;1;0;0
"1725";9,6;6,1;"Pinus sylvestris";25;1;1;0;0
"1726";11,2;7,1;"Quercus pyrenaica";25;1;1;0;0
"1727";17,3;7,5;"Quercus pyrenaica";25;1;1;0;1
"1728";9,5;6,6;"Quercus pyrenaica";25;1;1;0;0
"1729";36,1;14,6;"Pinus nigra";25;1;1;0;0
"1730";34,9;18,1;"Pinus sylvestris";25;1;1;0;0
"1731";38,5;21,7;"Pinus nigra";25;1;1;0;0
"1732";40,1;21,4;"Pinus nigra";25;1;1;0;0
"1733";8,4;7,5;"Quercus pyrenaica";25;1;1;0;1
"1734";8,7;7,5;"Quercus pyrenaica";25;1;1;0;1
"1735";9,5;11,1;"Pinus sylvestris";25;1;1;0;1
"1736";35,3;20,4;"Pinus nigra";25;1;1;0;0
"1737";35,7;21,2;"Pinus nigra";25;1;1;0;0
"1738";38,9;17,9;"Pinus sylvestris";25;1;1;0;1
"1739";12,7;9;"Quercus pyrenaica";25;1;1;0;0
"1740";22,8;7,3;"Pinus sylvestris";25;1;1;0;1
"1741";12;3,8;"Quercus pyrenaica";25;1;1;0;1
"1742";14,7;9,5;"Quercus pyrenaica";25;1;1;0;0
"1743";22,7;19,1;"Pinus sylvestris";25;1;1;0;0
"1744";36,7;19,3;"Pinus nigra";25;1;1;0;0
"1745";11,5;6,1;"Quercus pyrenaica";25;1;1;0;0
"1746";33,5;17,5;"Pinus nigra";25;1;1;0;0
"1747";21,4;8,8;"Quercus pyrenaica";25;1;1;0;0
"1748";11,9;7,7;"Quercus pyrenaica";25;1;1;0;0
"1749";13,8;7,9;"Quercus pyrenaica";25;1;1;0;0
"1750";9,7;6,8;"Quercus pyrenaica";25;1;1;0;0
"1751";10,3;5,8;"Quercus pyrenaica";25;1;1;0;0
"1752";7,9;6,2;"Pinus sylvestris";25;1;1;0;0
"1753";7,4;5;"Quercus pyrenaica";25;1;1;0;0
"1754";21,2;10,5;"Quercus pyrenaica";25;1;1;0;0
"1755";7;6;"Quercus pyrenaica";25;1;1;0;0
"1756";10;5,7;"Pinus sylvestris";25;1;1;0;0
"1757";11,3;8,1;"Quercus pyrenaica";25;1;1;0;1
"1758";10,6;8,4;"Pinus sylvestris";25;1;1;0;0
"1759";11;8,2;"Quercus pyrenaica";25;1;1;0;1
"1760";10,3;7,6;"Quercus pyrenaica";25;1;1;0;1
"1761";11,1;9,1;"Quercus pyrenaica";25;1;1;0;1
"1762";8,8;7,2;"Quercus pyrenaica";25;1;1;0;0
"1763";13,2;10,2;"Quercus pyrenaica";25;1;1;0;0
"1764";8,2;7;"Quercus pyrenaica";25;1;1;0;1
"1765";9,7;5,8;"Pinus sylvestris";25;1;1;0;1
"1766";9,7;5,8;"Pinus sylvestris";25;1;1;0;1
"1767";16,4;10,6;"Quercus pyrenaica";25;1;1;0;0
"1768";6,8;6,1;"Quercus pyrenaica";25;1;1;0;0
"1769";10,6;9,7;"Quercus pyrenaica";25;1;1;0;0
"1770";10,3;8,4;"Quercus pyrenaica";25;1;1;0;0
"1771";6,7;8,3;"Quercus pyrenaica";25;1;1;0;0
"1772";13,6;8,8;"Quercus pyrenaica";25;1;1;0;0
"1773";12,5;7,3;"Quercus pyrenaica";25;1;1;0;0
"1774";41,2;21,3;"Pinus nigra";25;1;1;0;0
"1775";23,6;20,8;"Pinus nigra";25;1;1;0;1
"1776";20,6;17,7;"Pinus nigra";25;1;1;0;1
"1777";27,6;17,3;"Pinus sylvestris";25;1;1;0;0
"1778";30,1;21,7;"Pinus nigra";25;1;1;0;0
"1779";29,7;22,9;"Pinus nigra";25;1;1;0;0
"1780";32;22,1;"Pinus nigra";25;1;1;0;1
"1781";39,2;22,4;"Pinus nigra";25;1;1;0;0
"1782";11,3;13,4;"Quercus pyrenaica";25;1;1;0;0
"1783";10,7;12,6;"Quercus pyrenaica";25;1;1;0;0
"1784";28,8;12,6;"Quercus pyrenaica";25;1;1;0;0
"1785";29,7;21,3;"Pinus nigra";25;1;1;0;0
"1786";28,3;19,7;"Pinus sylvestris";25;1;1;0;1
"1787";32,1;17,4;"Pinus sylvestris";25;1;1;0;0
"1788";29,3;20;"Pinus nigra";25;1;1;0;0
"1789";25,3;21;"Pinus sylvestris";25;1;1;0;0
"1790";26,1;19,6;"Pinus nigra";25;1;1;0;0
"1791";37,9;21,5;"Pinus sylvestris";25;1;1;0;0
"1792";32,7;20;"Pinus nigra";25;1;1;0;0
