"";"DBH";"HT";"SP";"age";"education";"forestry";"gender";"harvest"
"1";8,65;5,8;"Quercus pyrenaica";67;0;0;0;0
"2";9,45;6,5;"Pinus sylvestris";67;0;0;0;0
"3";8,75;8,1;"Quercus pyrenaica";67;0;0;0;0
"4";18,1;15,4;"Pinus sylvestris";67;0;0;0;0
"5";13,6;6,6;"Pinus sylvestris";67;0;0;0;1
"6";30,9;19,7;"Pinus nigra";67;0;0;0;0
"7";45,8;16,4;"Pinus sylvestris";67;0;0;0;1
"8";11,3;8,4;"Quercus pyrenaica";67;0;0;0;0
"9";10,7;7,5;"Quercus pyrenaica";67;0;0;0;0
"10";10;5,2;"Quercus pyrenaica";67;0;0;0;1
"11";11,3;7,7;"Quercus pyrenaica";67;0;0;0;0
"12";12,5;8;"Quercus pyrenaica";67;0;0;0;0
"13";9,8;6,3;"Quercus pyrenaica";67;0;0;0;0
"14";10;5,7;"Quercus pyrenaica";67;0;0;0;0
"15";24,7;11,6;"Pinus nigra";67;0;0;0;1
"16";11,8;9,5;"Quercus pyrenaica";67;0;0;0;0
"17";9,3;8,1;"Quercus pyrenaica";67;0;0;0;0
"18";14,5;10;"Quercus pyrenaica";67;0;0;0;0
"19";8,9;8,1;"Quercus pyrenaica";67;0;0;0;0
"20";9,8;9,9;"Quercus pyrenaica";67;0;0;0;0
"21";10,5;9,5;"Quercus pyrenaica";67;0;0;0;0
"22";8,9;8,2;"Quercus pyrenaica";67;0;0;0;0
"23";11,4;8;"Quercus pyrenaica";67;0;0;0;0
"24";10,2;9,8;"Quercus pyrenaica";67;0;0;0;0
"25";9;7,3;"Quercus pyrenaica";67;0;0;0;0
"26";8,2;7,1;"Quercus pyrenaica";67;0;0;0;0
"27";6,7;6,1;"Pinus sylvestris";67;0;0;0;0
"28";17,4;12,1;"Quercus pyrenaica";67;0;0;0;0
"29";15;11,7;"Quercus pyrenaica";67;0;0;0;0
"30";13,4;7,2;"Pinus sylvestris";67;0;0;0;0
"31";9,9;9,4;"Quercus pyrenaica";67;0;0;0;0
"32";8,8;7,3;"Quercus pyrenaica";67;0;0;0;0
"33";16,9;8,3;"Quercus pyrenaica";67;0;0;0;0
"34";8;5;"Pinus sylvestris";67;0;0;0;1
"35";6,8;7,5;"Quercus pyrenaica";67;0;0;0;0
"36";7,4;6,3;"Quercus pyrenaica";67;0;0;0;0
"37";9,7;8,8;"Quercus pyrenaica";67;0;0;0;0
"38";11,5;9,9;"Quercus pyrenaica";67;0;0;0;0
"39";10,6;9,2;"Quercus pyrenaica";67;0;0;0;0
"40";11,1;8,1;"Quercus pyrenaica";67;0;0;0;0
"41";8,8;8,8;"Quercus pyrenaica";67;0;0;0;0
"42";10,3;9,3;"Quercus pyrenaica";67;0;0;0;0
"43";11,8;12,3;"Pinus sylvestris";67;0;0;0;1
"44";10,2;7,7;"Quercus pyrenaica";67;0;0;0;0
"45";8,9;5,9;"Quercus pyrenaica";67;0;0;0;0
"46";8,6;5,9;"Quercus pyrenaica";67;0;0;0;1
"47";19,5;12,6;"Quercus pyrenaica";67;0;0;0;0
"48";30;17,2;"Pinus nigra";67;0;0;0;0
"49";10;14,3;"Pinus sylvestris";67;0;0;0;0
"50";10,2;8,3;"Quercus pyrenaica";67;0;0;0;0
"51";9;7,4;"Quercus pyrenaica";67;0;0;0;0
"52";8,5;5,8;"Quercus pyrenaica";67;0;0;0;1
"53";24,7;13,4;"Quercus pyrenaica";67;0;0;0;0
"54";13,7;10,6;"Quercus pyrenaica";67;0;0;0;0
"55";10,4;7,4;"Quercus pyrenaica";67;0;0;0;0
"56";7,9;8,4;"Quercus pyrenaica";67;0;0;0;0
"57";16;11,5;"Quercus pyrenaica";67;0;0;0;0
"58";7,9;6,7;"Quercus pyrenaica";67;0;0;0;1
"59";9,6;6,1;"Pinus sylvestris";67;0;0;0;0
"60";11,2;7,1;"Quercus pyrenaica";67;0;0;0;0
"61";17,3;7,5;"Quercus pyrenaica";67;0;0;0;0
"62";9,5;6,6;"Quercus pyrenaica";67;0;0;0;0
"63";36,1;14,6;"Pinus nigra";67;0;0;0;0
"64";34,9;18,1;"Pinus sylvestris";67;0;0;0;0
"65";38,5;21,7;"Pinus nigra";67;0;0;0;0
"66";40,1;21,4;"Pinus nigra";67;0;0;0;0
"67";8,4;7,5;"Quercus pyrenaica";67;0;0;0;1
"68";8,7;7,5;"Quercus pyrenaica";67;0;0;0;0
"69";9,5;11,1;"Pinus sylvestris";67;0;0;0;1
"70";35,3;20,4;"Pinus nigra";67;0;0;0;0
"71";35,7;21,2;"Pinus nigra";67;0;0;0;0
"72";38,9;17,9;"Pinus sylvestris";67;0;0;0;1
"73";12,7;9;"Quercus pyrenaica";67;0;0;0;0
"74";22,8;7,3;"Pinus sylvestris";67;0;0;0;1
"75";12;3,8;"Quercus pyrenaica";67;0;0;0;0
"76";14,7;9,5;"Quercus pyrenaica";67;0;0;0;0
"77";22,7;19,1;"Pinus sylvestris";67;0;0;0;0
"78";36,7;19,3;"Pinus nigra";67;0;0;0;0
"79";11,5;6,1;"Quercus pyrenaica";67;0;0;0;0
"80";33,5;17,5;"Pinus nigra";67;0;0;0;0
"81";21,4;8,8;"Quercus pyrenaica";67;0;0;0;0
"82";11,9;7,7;"Quercus pyrenaica";67;0;0;0;0
"83";13,8;7,9;"Quercus pyrenaica";67;0;0;0;0
"84";9,7;6,8;"Quercus pyrenaica";67;0;0;0;0
"85";10,3;5,8;"Quercus pyrenaica";67;0;0;0;0
"86";7,9;6,2;"Pinus sylvestris";67;0;0;0;0
"87";7,4;5;"Quercus pyrenaica";67;0;0;0;0
"88";21,2;10,5;"Quercus pyrenaica";67;0;0;0;0
"89";7;6;"Quercus pyrenaica";67;0;0;0;0
"90";10;5,7;"Pinus sylvestris";67;0;0;0;1
"91";11,3;8,1;"Quercus pyrenaica";67;0;0;0;0
"92";10,6;8,4;"Pinus sylvestris";67;0;0;0;0
"93";11;8,2;"Quercus pyrenaica";67;0;0;0;0
"94";10,3;7,6;"Quercus pyrenaica";67;0;0;0;0
"95";11,1;9,1;"Quercus pyrenaica";67;0;0;0;0
"96";8,8;7,2;"Quercus pyrenaica";67;0;0;0;0
"97";13,2;10,2;"Quercus pyrenaica";67;0;0;0;0
"98";8,2;7;"Quercus pyrenaica";67;0;0;0;0
"99";9,7;5,8;"Pinus sylvestris";67;0;0;0;1
"100";16,4;10,6;"Quercus pyrenaica";67;0;0;0;0
"101";6,8;6,1;"Quercus pyrenaica";67;0;0;0;0
"102";10,6;9,7;"Quercus pyrenaica";67;0;0;0;0
"103";10,3;8,4;"Quercus pyrenaica";67;0;0;0;0
"104";6,7;8,3;"Quercus pyrenaica";67;0;0;0;0
"105";13,6;8,8;"Quercus pyrenaica";67;0;0;0;0
"106";12,5;7,3;"Quercus pyrenaica";67;0;0;0;0
"107";41,2;21,3;"Pinus nigra";67;0;0;0;0
"108";23,6;20,8;"Pinus nigra";67;0;0;0;0
"109";20,6;17,7;"Pinus nigra";67;0;0;0;0
"110";27,6;17,3;"Pinus sylvestris";67;0;0;0;0
"111";30,1;21,7;"Pinus nigra";67;0;0;0;0
"112";29,7;22,9;"Pinus nigra";67;0;0;0;0
"113";32;22,1;"Pinus nigra";67;0;0;0;1
"114";39,2;22,4;"Pinus nigra";67;0;0;0;0
"115";11,3;13,4;"Quercus pyrenaica";67;0;0;0;0
"116";10,7;12,6;"Quercus pyrenaica";67;0;0;0;0
"117";28,8;12,6;"Quercus pyrenaica";67;0;0;0;0
"118";29,7;21,3;"Pinus nigra";67;0;0;0;0
"119";28,3;19,7;"Pinus sylvestris";67;0;0;0;1
"120";32,1;17,4;"Pinus sylvestris";67;0;0;0;0
"121";29,3;20;"Pinus nigra";67;0;0;0;0
"122";25,3;21;"Pinus sylvestris";67;0;0;0;0
"123";26,1;19,6;"Pinus nigra";67;0;0;0;0
"124";37,9;21,5;"Pinus sylvestris";67;0;0;0;0
"125";32,7;20;"Pinus nigra";67;0;0;0;1
"126";29;17,7;"Pinus nigra";67;0;0;0;0
"127";8,7;6,6;"Quercus pyrenaica";67;0;0;0;1
"128";9,6;7,2;"Quercus pyrenaica";67;0;0;0;0
"129";7,8;5;"Pinus sylvestris";67;0;0;0;1
"130";27,5;17,8;"Pinus sylvestris";67;0;0;0;0
"131";32,1;18,5;"Pinus sylvestris";67;0;0;0;0
"132";24,4;18;"Pinus sylvestris";67;0;0;0;0
"133";34,8;21,6;"Pinus nigra";67;0;0;0;0
"134";23,8;19;"Pinus sylvestris";67;0;0;0;0
"135";21,9;19,4;"Pinus sylvestris";67;0;0;0;0
"136";40,8;21,4;"Pinus nigra";67;0;0;0;0
"137";21,5;20,01;"Pinus nigra";67;0;0;0;0
"138";31,6;21;"Pinus nigra";67;0;0;0;0
"139";34,4;22,1;"Pinus nigra";67;0;0;0;0
"140";7;5,5;"Quercus pyrenaica";67;0;0;0;0
"141";10,4;7,4;"Quercus pyrenaica";67;0;0;0;0
"142";23,7;19,2;"Pinus nigra";67;0;0;0;0
"143";36,2;21,1;"Pinus nigra";67;0;0;0;0
"144";NA;NA;NA;67;0;0;0;0
"145";20,2;18,6;"Pinus nigra";67;0;0;0;1
"146";33,2;19,7;"Pinus nigra";67;0;0;0;0
"147";10,4;8,2;"Quercus pyrenaica";67;0;0;0;0
"148";9,8;7,1;"Quercus pyrenaica";67;0;0;0;0
"149";10,2;7,5;"Quercus pyrenaica";67;0;0;0;0
"150";7,9;5,7;"Quercus pyrenaica";67;0;0;0;1
"151";12,9;9,3;"Quercus pyrenaica";67;0;0;0;0
"152";8;5,1;"Quercus pyrenaica";67;0;0;0;1
"153";10,3;6,9;"Quercus pyrenaica";67;0;0;0;0
"154";7,5;6,7;"Quercus pyrenaica";67;0;0;0;1
"155";8,4;4,4;"Quercus pyrenaica";67;0;0;0;1
"156";36,7;20,2;"Pinus nigra";67;0;0;0;0
"157";26,5;20,2;"Pinus sylvestris";67;0;0;0;0
"158";37,2;20,7;"Pinus nigra";67;0;0;0;0
"159";31,1;21,9;"Pinus nigra";67;0;0;0;0
"160";33,3;20,3;"Pinus sylvestris";67;0;0;0;0
"161";19,8;15,5;"Pinus nigra";67;0;0;0;0
"162";29,9;19,1;"Pinus nigra";67;0;0;0;0
"163";24;9,9;"Quercus pyrenaica";67;0;0;0;0
"164";10,1;4,16;"Quercus pyrenaica";67;0;0;0;0
"165";30,6;13,5;"Quercus pyrenaica";67;0;0;0;0
"166";14;5,5;"Quercus pyrenaica";67;0;0;0;1
"167";8,4;4,8;"Quercus pyrenaica";67;0;0;0;0
"168";16,5;15,3;"Quercus pyrenaica";67;0;0;0;0
"169";28,4;19,2;"Pinus sylvestris";67;0;0;0;0
"170";12,7;5,1;"Pinus nigra";67;0;0;0;0
"171";29,9;18;"Pinus nigra";67;0;0;0;0
"172";14,7;13,5;"Quercus pyrenaica";67;0;0;0;0
"173";23,4;17,6;"Pinus sylvestris";67;0;0;0;0
"174";34,8;19;"Pinus sylvestris";67;0;0;0;0
"175";23,7;18,3;"Pinus sylvestris";67;0;0;0;0
"176";26,9;18,9;"Pinus nigra";67;0;0;0;0
"177";9,7;2,6;"Quercus pyrenaica";67;0;0;0;1
"178";7,4;9,9;"Quercus pyrenaica";67;0;0;0;0
"179";12,4;9,5;"Pinus sylvestris";67;0;0;0;1
"180";7,8;5,7;"Quercus pyrenaica";67;0;0;0;0
"181";37,3;21,1;"Pinus nigra";67;0;0;0;0
"182";20,9;21;"Pinus nigra";67;0;0;0;0
"183";38,7;19,7;"Pinus nigra";67;0;0;0;0
"184";27,2;19,3;"Pinus nigra";67;0;0;0;1
"185";7,8;7,3;"Quercus pyrenaica";67;0;0;0;0
"186";28,3;20,9;"Pinus nigra";67;0;0;0;0
"187";29;19,8;"Pinus nigra";67;0;0;0;0
"188";26,6;21,2;"Pinus nigra";67;0;0;0;1
"189";7,4;5,3;"Quercus pyrenaica";67;0;0;0;0
"190";30,8;19,7;"Pinus nigra";67;0;0;0;0
"191";8,5;10,2;"Quercus pyrenaica";67;0;0;0;0
"192";45,1;22,4;"Pinus nigra";67;0;0;0;0
"193";31,8;19,9;"Pinus nigra";67;0;0;0;0
"194";10,1;5,8;"Quercus pyrenaica";67;0;0;0;0
"195";30,4;19,6;"Pinus nigra";67;0;0;0;0
"196";18,8;18,8;"Pinus nigra";67;0;0;0;1
"197";26,1;19,2;"Pinus nigra";67;0;0;0;0
"198";28;21,8;"Pinus nigra";67;0;0;0;0
"199";27,2;21;"Pinus nigra";67;0;0;0;0
"200";27,5;21,3;"Pinus nigra";67;0;0;0;0
"201";13,8;15;"Pinus nigra";67;0;0;0;1
"202";26,5;21,3;"Pinus nigra";67;0;0;0;0
"203";21,1;21,4;"Pinus nigra";67;0;0;0;1
"204";28,3;19,7;"Pinus nigra";67;0;0;0;0
"205";36,8;20,3;"Pinus sylvestris";67;0;0;0;1
"206";42,2;22,2;"Pinus nigra";67;0;0;0;1
"207";24,5;19,4;"Pinus nigra";67;0;0;0;0
"208";6,4;3,6;"Quercus pyrenaica";67;0;0;0;1
"209";7,8;5;"Pinus sylvestris";67;0;0;0;0
"210";32,3;20,6;"Pinus nigra";67;0;0;0;0
"211";28,1;19,7;"Pinus nigra";67;0;0;0;0
"212";31,5;19,3;"Pinus nigra";67;0;0;0;0
"213";37,4;20,6;"Pinus nigra";67;0;0;0;1
"214";30,7;23,9;"Pinus nigra";67;0;0;0;0
"215";27,2;17;"Pinus nigra";67;0;0;0;0
"216";31,6;20,3;"Pinus nigra";67;0;0;0;0
"217";29,1;23;"Pinus nigra";67;0;0;0;1
"218";39;20,3;"Pinus nigra";67;0;0;0;1
"219";32;20,4;"Pinus nigra";67;0;0;0;0
"220";33,2;19,6;"Pinus nigra";67;0;0;0;0
"221";9;3,8;"Quercus pyrenaica";67;0;0;0;1
"222";9;5,5;"Quercus pyrenaica";67;0;0;0;1
"223";7,6;5;"Quercus pyrenaica";67;0;0;0;1
"224";7,1;3,5;"Quercus pyrenaica";67;0;0;0;1
"225";10,9;7,3;"Quercus pyrenaica";67;0;0;0;0
"226";8,5;5,2;"Quercus pyrenaica";67;0;0;0;1
"227";10,8;4,6;"Quercus pyrenaica";67;0;0;0;1
"228";9;6,9;"Quercus pyrenaica";67;0;0;0;1
"229";8,8;5,8;"Quercus pyrenaica";67;0;0;0;1
"230";8,8;4,7;"Quercus pyrenaica";67;0;0;0;1
"231";7,7;4,3;"Quercus pyrenaica";67;0;0;0;1
"232";31,7;19,4;"Pinus nigra";67;0;0;0;0
"233";34,9;22,6;"Pinus nigra";67;0;0;0;0
"234";37,5;22,6;"Pinus nigra";67;0;0;0;0
"235";12,7;9,8;"Pinus nigra";67;0;0;0;1
"236";43,3;21,9;"Pinus nigra";67;0;0;0;0
"237";5,6;5,3;"Quercus pyrenaica";67;0;0;0;0
"238";4,8;5,8;"Quercus pyrenaica";67;0;0;0;0
"239";8,65;5,8;"Quercus pyrenaica";47;1;1;0;0
"240";9,45;6,5;"Pinus sylvestris";47;1;1;0;0
"241";8,75;8,1;"Quercus pyrenaica";47;1;1;0;0
"242";18,1;15,4;"Pinus sylvestris";47;1;1;0;0
"243";13,6;6,6;"Pinus sylvestris";47;1;1;0;1
"244";30,9;19,7;"Pinus nigra";47;1;1;0;0
"245";45,8;16,4;"Pinus sylvestris";47;1;1;0;1
"246";11,3;8,4;"Quercus pyrenaica";47;1;1;0;0
"247";10,7;7,5;"Quercus pyrenaica";47;1;1;0;0
"248";10;5,2;"Quercus pyrenaica";47;1;1;0;0
"249";11,3;7,7;"Quercus pyrenaica";47;1;1;0;1
"250";12,5;8;"Quercus pyrenaica";47;1;1;0;0
"251";9,8;6,3;"Quercus pyrenaica";47;1;1;0;1
"252";10;5,7;"Quercus pyrenaica";47;1;1;0;1
"253";24,7;11,6;"Pinus nigra";47;1;1;0;1
"254";11,8;9,5;"Quercus pyrenaica";47;1;1;0;0
"255";9,3;8,1;"Quercus pyrenaica";47;1;1;0;1
"256";14,5;10;"Quercus pyrenaica";47;1;1;0;0
"257";8,9;8,1;"Quercus pyrenaica";47;1;1;0;0
"258";9,8;9,9;"Quercus pyrenaica";47;1;1;0;0
"259";10,5;9,5;"Quercus pyrenaica";47;1;1;0;0
"260";8,9;8,2;"Quercus pyrenaica";47;1;1;0;0
"261";11,4;8;"Quercus pyrenaica";47;1;1;0;0
"262";10,2;9,8;"Quercus pyrenaica";47;1;1;0;0
"263";9;7,3;"Quercus pyrenaica";47;1;1;0;1
"264";8,2;7,1;"Quercus pyrenaica";47;1;1;0;1
"265";6,7;6,1;"Pinus sylvestris";47;1;1;0;1
"266";17,4;12,1;"Quercus pyrenaica";47;1;1;0;0
"267";15;11,7;"Quercus pyrenaica";47;1;1;0;0
"268";13,4;7,2;"Pinus sylvestris";47;1;1;0;0
"269";9,9;9,4;"Quercus pyrenaica";47;1;1;0;1
"270";8,8;7,3;"Quercus pyrenaica";47;1;1;0;0
"271";16,9;8,3;"Quercus pyrenaica";47;1;1;0;0
"272";8;5;"Pinus sylvestris";47;1;1;0;1
"273";6,8;7,5;"Quercus pyrenaica";47;1;1;0;0
"274";7,4;6,3;"Quercus pyrenaica";47;1;1;0;0
"275";9,7;8,8;"Quercus pyrenaica";47;1;1;0;0
"276";11,5;9,9;"Quercus pyrenaica";47;1;1;0;0
"277";10,6;9,2;"Quercus pyrenaica";47;1;1;0;0
"278";11,1;8,1;"Quercus pyrenaica";47;1;1;0;1
"279";8,8;8,8;"Quercus pyrenaica";47;1;1;0;0
"280";10,3;9,3;"Quercus pyrenaica";47;1;1;0;1
"281";11,8;12,3;"Pinus sylvestris";47;1;1;0;0
"282";10,2;7,7;"Quercus pyrenaica";47;1;1;0;0
"283";8,9;5,9;"Quercus pyrenaica";47;1;1;0;0
"284";8,6;5,9;"Quercus pyrenaica";47;1;1;0;0
"285";19,5;12,6;"Quercus pyrenaica";47;1;1;0;0
"286";30;17,2;"Pinus nigra";47;1;1;0;0
"287";10;14,3;"Pinus sylvestris";47;1;1;0;0
"288";10,2;8,3;"Quercus pyrenaica";47;1;1;0;0
"289";9;7,4;"Quercus pyrenaica";47;1;1;0;0
"290";8,5;5,8;"Quercus pyrenaica";47;1;1;0;0
"291";24,7;13,4;"Quercus pyrenaica";47;1;1;0;0
"292";13,7;10,6;"Quercus pyrenaica";47;1;1;0;0
"293";10,4;7,4;"Quercus pyrenaica";47;1;1;0;1
"294";7,9;8,4;"Quercus pyrenaica";47;1;1;0;1
"295";16;11,5;"Quercus pyrenaica";47;1;1;0;0
"296";7,9;6,7;"Quercus pyrenaica";47;1;1;0;1
"297";9,6;6,1;"Pinus sylvestris";47;1;1;0;1
"298";11,2;7,1;"Quercus pyrenaica";47;1;1;0;0
"299";17,3;7,5;"Quercus pyrenaica";47;1;1;0;0
"300";9,5;6,6;"Quercus pyrenaica";47;1;1;0;0
"301";36,1;14,6;"Pinus nigra";47;1;1;0;1
"302";34,9;18,1;"Pinus sylvestris";47;1;1;0;1
"303";38,5;21,7;"Pinus nigra";47;1;1;0;0
"304";40,1;21,4;"Pinus nigra";47;1;1;0;1
"305";8,4;7,5;"Quercus pyrenaica";47;1;1;0;0
"306";8,7;7,5;"Quercus pyrenaica";47;1;1;0;0
"307";9,5;11,1;"Pinus sylvestris";47;1;1;0;1
"308";35,3;20,4;"Pinus nigra";47;1;1;0;0
"309";35,7;21,2;"Pinus nigra";47;1;1;0;0
"310";38,9;17,9;"Pinus sylvestris";47;1;1;0;1
"311";12,7;9;"Quercus pyrenaica";47;1;1;0;0
"312";22,8;7,3;"Pinus sylvestris";47;1;1;0;1
"313";12;3,8;"Quercus pyrenaica";47;1;1;0;0
"314";14,7;9,5;"Quercus pyrenaica";47;1;1;0;0
"315";22,7;19,1;"Pinus sylvestris";47;1;1;0;0
"316";36,7;19,3;"Pinus nigra";47;1;1;0;0
"317";11,5;6,1;"Quercus pyrenaica";47;1;1;0;0
"318";33,5;17,5;"Pinus nigra";47;1;1;0;0
"319";21,4;8,8;"Quercus pyrenaica";47;1;1;0;0
"320";11,9;7,7;"Quercus pyrenaica";47;1;1;0;0
"321";13,8;7,9;"Quercus pyrenaica";47;1;1;0;0
"322";9,7;6,8;"Quercus pyrenaica";47;1;1;0;1
"323";10,3;5,8;"Quercus pyrenaica";47;1;1;0;1
"324";7,9;6,2;"Pinus sylvestris";47;1;1;0;0
"325";7,4;5;"Quercus pyrenaica";47;1;1;0;1
"326";21,2;10,5;"Quercus pyrenaica";47;1;1;0;0
"327";7;6;"Quercus pyrenaica";47;1;1;0;0
"328";10;5,7;"Pinus sylvestris";47;1;1;0;1
"329";11,3;8,1;"Quercus pyrenaica";47;1;1;0;0
"330";10,6;8,4;"Pinus sylvestris";47;1;1;0;0
"331";11;8,2;"Quercus pyrenaica";47;1;1;0;0
"332";10,3;7,6;"Quercus pyrenaica";47;1;1;0;1
"333";11,1;9,1;"Quercus pyrenaica";47;1;1;0;0
"334";8,8;7,2;"Quercus pyrenaica";47;1;1;0;0
"335";13,2;10,2;"Quercus pyrenaica";47;1;1;0;0
"336";8,2;7;"Quercus pyrenaica";47;1;1;0;1
"337";9,7;5,8;"Pinus sylvestris";47;1;1;0;1
"338";16,4;10,6;"Quercus pyrenaica";47;1;1;0;0
"339";6,8;6,1;"Quercus pyrenaica";47;1;1;0;0
"340";10,6;9,7;"Quercus pyrenaica";47;1;1;0;0
"341";10,3;8,4;"Quercus pyrenaica";47;1;1;0;0
"342";6,7;8,3;"Quercus pyrenaica";47;1;1;0;0
"343";13,6;8,8;"Quercus pyrenaica";47;1;1;0;0
"344";12,5;7,3;"Quercus pyrenaica";47;1;1;0;0
"345";41,2;21,3;"Pinus nigra";47;1;1;0;0
"346";23,6;20,8;"Pinus nigra";47;1;1;0;0
"347";20,6;17,7;"Pinus nigra";47;1;1;0;0
"348";27,6;17,3;"Pinus sylvestris";47;1;1;0;1
"349";30,1;21,7;"Pinus nigra";47;1;1;0;0
"350";29,7;22,9;"Pinus nigra";47;1;1;0;0
"351";32;22,1;"Pinus nigra";47;1;1;0;1
"352";39,2;22,4;"Pinus nigra";47;1;1;0;0
"353";11,3;13,4;"Quercus pyrenaica";47;1;1;0;0
"354";10,7;12,6;"Quercus pyrenaica";47;1;1;0;0
"355";28,8;12,6;"Quercus pyrenaica";47;1;1;0;0
"356";29,7;21,3;"Pinus nigra";47;1;1;0;1
"357";28,3;19,7;"Pinus sylvestris";47;1;1;0;1
"358";32,1;17,4;"Pinus sylvestris";47;1;1;0;0
"359";29,3;20;"Pinus nigra";47;1;1;0;0
"360";25,3;21;"Pinus sylvestris";47;1;1;0;1
"361";26,1;19,6;"Pinus nigra";47;1;1;0;0
"362";37,9;21,5;"Pinus sylvestris";47;1;1;0;0
"363";32,7;20;"Pinus nigra";47;1;1;0;1
"364";29;17,7;"Pinus nigra";47;1;1;0;0
"365";8,7;6,6;"Quercus pyrenaica";47;1;1;0;0
"366";9,6;7,2;"Quercus pyrenaica";47;1;1;0;0
"367";7,8;5;"Pinus sylvestris";47;1;1;0;1
"368";27,5;17,8;"Pinus sylvestris";47;1;1;0;1
"369";32,1;18,5;"Pinus sylvestris";47;1;1;0;0
"370";24,4;18;"Pinus sylvestris";47;1;1;0;1
"371";34,8;21,6;"Pinus nigra";47;1;1;0;1
"372";23,8;19;"Pinus sylvestris";47;1;1;0;0
"373";21,9;19,4;"Pinus sylvestris";47;1;1;0;0
"374";40,8;21,4;"Pinus nigra";47;1;1;0;0
"375";21,5;20,01;"Pinus nigra";47;1;1;0;0
"376";31,6;21;"Pinus nigra";47;1;1;0;0
"377";34,4;22,1;"Pinus nigra";47;1;1;0;0
"378";7;5,5;"Quercus pyrenaica";47;1;1;0;0
"379";10,4;7,4;"Quercus pyrenaica";47;1;1;0;0
"380";23,7;19,2;"Pinus nigra";47;1;1;0;0
"381";36,2;21,1;"Pinus nigra";47;1;1;0;1
"382";NA;NA;NA;47;1;1;0;0
"383";20,2;18,6;"Pinus nigra";47;1;1;0;1
"384";33,2;19,7;"Pinus nigra";47;1;1;0;0
"385";10,4;8,2;"Quercus pyrenaica";47;1;1;0;0
"386";9,8;7,1;"Quercus pyrenaica";47;1;1;0;1
"387";10,2;7,5;"Quercus pyrenaica";47;1;1;0;0
"388";7,9;5,7;"Quercus pyrenaica";47;1;1;0;0
"389";12,9;9,3;"Quercus pyrenaica";47;1;1;0;0
"390";8;5,1;"Quercus pyrenaica";47;1;1;0;1
"391";10,3;6,9;"Quercus pyrenaica";47;1;1;0;0
"392";7,5;6,7;"Quercus pyrenaica";47;1;1;0;0
"393";8,4;4,4;"Quercus pyrenaica";47;1;1;0;1
"394";36,7;20,2;"Pinus nigra";47;1;1;0;1
"395";26,5;20,2;"Pinus sylvestris";47;1;1;0;0
"396";37,2;20,7;"Pinus nigra";47;1;1;0;0
"397";31,1;21,9;"Pinus nigra";47;1;1;0;1
"398";33,3;20,3;"Pinus sylvestris";47;1;1;0;1
"399";19,8;15,5;"Pinus nigra";47;1;1;0;1
"400";29,9;19,1;"Pinus nigra";47;1;1;0;0
"401";24;9,9;"Quercus pyrenaica";47;1;1;0;0
"402";10,1;4,16;"Quercus pyrenaica";47;1;1;0;0
"403";30,6;13,5;"Quercus pyrenaica";47;1;1;0;0
"404";14;5,5;"Quercus pyrenaica";47;1;1;0;0
"405";8,4;4,8;"Quercus pyrenaica";47;1;1;0;1
"406";16,5;15,3;"Quercus pyrenaica";47;1;1;0;0
"407";28,4;19,2;"Pinus sylvestris";47;1;1;0;1
"408";12,7;5,1;"Pinus nigra";47;1;1;0;0
"409";29,9;18;"Pinus nigra";47;1;1;0;0
"410";14,7;13,5;"Quercus pyrenaica";47;1;1;0;0
"411";23,4;17,6;"Pinus sylvestris";47;1;1;0;1
"412";34,8;19;"Pinus sylvestris";47;1;1;0;0
"413";23,7;18,3;"Pinus sylvestris";47;1;1;0;1
"414";26,9;18,9;"Pinus nigra";47;1;1;0;0
"415";9,7;2,6;"Quercus pyrenaica";47;1;1;0;1
"416";7,4;9,9;"Quercus pyrenaica";47;1;1;0;0
"417";12,4;9,5;"Pinus sylvestris";47;1;1;0;1
"418";7,8;5,7;"Quercus pyrenaica";47;1;1;0;0
"419";37,3;21,1;"Pinus nigra";47;1;1;0;0
"420";20,9;21;"Pinus nigra";47;1;1;0;1
"421";38,7;19,7;"Pinus nigra";47;1;1;0;0
"422";27,2;19,3;"Pinus nigra";47;1;1;0;1
"423";7,8;7,3;"Quercus pyrenaica";47;1;1;0;0
"424";28,3;20,9;"Pinus nigra";47;1;1;0;0
"425";29;19,8;"Pinus nigra";47;1;1;0;0
"426";26,6;21,2;"Pinus nigra";47;1;1;0;1
"427";7,4;5,3;"Quercus pyrenaica";47;1;1;0;1
"428";30,8;19,7;"Pinus nigra";47;1;1;0;0
"429";8,5;10,2;"Quercus pyrenaica";47;1;1;0;0
"430";45,1;22,4;"Pinus nigra";47;1;1;0;0
"431";31,8;19,9;"Pinus nigra";47;1;1;0;1
"432";10,1;5,8;"Quercus pyrenaica";47;1;1;0;0
"433";30,4;19,6;"Pinus nigra";47;1;1;0;0
"434";18,8;18,8;"Pinus nigra";47;1;1;0;1
"435";26,1;19,2;"Pinus nigra";47;1;1;0;1
"436";28;21,8;"Pinus nigra";47;1;1;0;0
"437";27,2;21;"Pinus nigra";47;1;1;0;0
"438";27,5;21,3;"Pinus nigra";47;1;1;0;1
"439";13,8;15;"Pinus nigra";47;1;1;0;1
"440";26,5;21,3;"Pinus nigra";47;1;1;0;1
"441";21,1;21,4;"Pinus nigra";47;1;1;0;1
"442";28,3;19,7;"Pinus nigra";47;1;1;0;0
"443";36,8;20,3;"Pinus sylvestris";47;1;1;0;0
"444";42,2;22,2;"Pinus nigra";47;1;1;0;0
